signal_a,signal_b,position,rho
influence,purchase_price,GK,-0.1079
influence,red_cards,GK,
influence,saves,GK,0.9133
influence,starts,GK,0.0493
influence,threat,GK,-0.0019
influence,transfers_balance,GK,-0.0112
influence,transfers_in,GK,-0.0022
influence,transfers_out,GK,-0.0033
influence,was_home,GK,-0.0733
influence,xa,GK,-0.0222
influence,xg,GK,0.0613
influence,xgc,GK,0.4044
influence,xgi,GK,-0.0139
influence,yellow_cards,GK,-0.0072
minutes,ownership_count,GK,0.0178
minutes,purchase_price,GK,0.03
minutes,red_cards,GK,
minutes,saves,GK,0.0634
minutes,starts,GK,0.4967
minutes,threat,GK,0.0059
minutes,transfers_balance,GK,0.0423
minutes,transfers_in,GK,0.0526
minutes,transfers_out,GK,0.0115
minutes,was_home,GK,0.0387
minutes,xa,GK,0.0277
minutes,xg,GK,0.003
minutes,xgc,GK,-0.0281
minutes,xgi,GK,0.0279
minutes,yellow_cards,GK,0.0219
ownership_count,purchase_price,GK,0.3952
ownership_count,red_cards,GK,
ownership_count,saves,GK,-0.0241
ownership_count,starts,GK,0.0633
ownership_count,threat,GK,0.013
ownership_count,transfers_balance,GK,-0.0851
ownership_count,transfers_in,GK,0.6293
ownership_count,transfers_out,GK,0.7836
ownership_count,was_home,GK,0.0331
ownership_count,xa,GK,0.1237
ownership_count,xg,GK,-0.0127
ownership_count,xgc,GK,-0.019
ownership_count,xgi,GK,0.1211
ownership_count,yellow_cards,GK,0.0066
purchase_price,red_cards,GK,
purchase_price,saves,GK,-0.1237
purchase_price,starts,GK,0.0408
purchase_price,threat,GK,0.0856
purchase_price,transfers_balance,GK,-0.0517
purchase_price,transfers_in,GK,0.3205
purchase_price,transfers_out,GK,0.3935
purchase_price,was_home,GK,0.0313
purchase_price,xa,GK,0.0888
purchase_price,xg,GK,0.0375
purchase_price,xgc,GK,-0.1698
purchase_price,xgi,GK,0.0932
purchase_price,yellow_cards,GK,0.0511
red_cards,saves,GK,
red_cards,starts,GK,
red_cards,threat,GK,
red_cards,transfers_balance,GK,
red_cards,transfers_in,GK,
red_cards,transfers_out,GK,
red_cards,was_home,GK,
red_cards,xa,GK,
red_cards,xg,GK,
red_cards,xgc,GK,
red_cards,xgi,GK,
red_cards,yellow_cards,GK,
saves,starts,GK,0.0461
saves,threat,GK,-0.0079
saves,transfers_balance,GK,-0.043
saves,transfers_in,GK,-0.0365
saves,transfers_out,GK,-0.0111
saves,was_home,GK,-0.109
saves,xa,GK,-0.0327
saves,xg,GK,0.0539
saves,xgc,GK,0.4073
saves,xgi,GK,-0.0253
saves,yellow_cards,GK,0.0025
starts,threat,GK,0.003
starts,transfers_balance,GK,0.0066
starts,transfers_in,GK,0.0597
starts,transfers_out,GK,0.0537
starts,was_home,GK,0.0386
starts,xa,GK,0.0138
starts,xg,GK,0.0015
starts,xgc,GK,-0.029
starts,xgi,GK,0.0139
starts,yellow_cards,GK,0.0109
threat,transfers_balance,GK,-0.031
threat,transfers_in,GK,0.0016
threat,transfers_out,GK,0.0233
threat,was_home,GK,-0.0005
threat,xa,GK,0.0977
threat,xg,GK,0.5011
threat,xgc,GK,0.0021
threat,xgi,GK,0.1636
threat,yellow_cards,GK,0.051
transfers_balance,transfers_in,GK,0.4915
transfers_balance,transfers_out,GK,-0.3647
transfers_balance,was_home,GK,0.0354
transfers_balance,xa,GK,-0.0639
transfers_balance,xg,GK,-0.0384
transfers_balance,xgc,GK,-0.1307
transfers_balance,xgi,GK,-0.0685
transfers_balance,yellow_cards,GK,0.0212
transfers_in,transfers_out,GK,0.5462
transfers_in,was_home,GK,0.0706
transfers_in,xa,GK,0.0615
transfers_in,xg,GK,-0.0509
transfers_in,xgc,GK,-0.1137
transfers_in,xgi,GK,0.0543
transfers_in,yellow_cards,GK,0.0237
transfers_out,was_home,GK,0.0238
transfers_out,xa,GK,0.1334
transfers_out,xg,GK,0.0
transfers_out,xgc,GK,-0.0085
transfers_out,xgi,GK,0.1325
transfers_out,yellow_cards,GK,0.0084
was_home,xa,GK,-0.0196
was_home,xg,GK,-0.0386
was_home,xgc,GK,-0.1881
was_home,xgi,GK,-0.0246
was_home,yellow_cards,GK,-0.0739
xa,xg,GK,-0.0138
xa,xgc,GK,0.0281
xa,xgi,GK,0.9911
xa,yellow_cards,GK,0.0061
xg,xgc,GK,0.0045
xg,xgi,GK,0.1191
xg,yellow_cards,GK,-0.0109
xgc,xgi,GK,0.0285
xgc,yellow_cards,GK,0.0501
xgi,yellow_cards,GK,0.0046
assists,bonus,MID,0.3086
assists,bps,MID,0.4247
assists,clean_sheets,MID,-0.0011
assists,creativity,MID,0.2552
assists,fdr_avg,MID,-0.0818
assists,fdr_max,MID,-0.0818
assists,fdr_min,MID,-0.0818
assists,fixture_count,MID,
assists,goals_conceded,MID,-0.0204
assists,goals_scored,MID,0.0253
assists,ict_index,MID,0.3141
assists,influence,MID,0.3425
assists,minutes,MID,0.077
assists,ownership_count,MID,0.0777
assists,purchase_price,MID,0.0882
assists,red_cards,MID,-0.0196
assists,saves,MID,
assists,starts,MID,-0.002
assists,threat,MID,0.1191
assists,transfers_balance,MID,-0.0004
assists,transfers_in,MID,0.0582
assists,transfers_out,MID,0.0617
assists,was_home,MID,0.0366
assists,xa,MID,0.2418
assists,xg,MID,0.0957
assists,xgc,MID,-0.0222
assists,xgi,MID,0.2212
assists,yellow_cards,MID,-0.033
bonus,bps,MID,0.6103
bonus,clean_sheets,MID,-0.0445
bonus,creativity,MID,0.2128
bonus,fdr_avg,MID,-0.0947
bonus,fdr_max,MID,-0.0947
bonus,fdr_min,MID,-0.0947
bonus,fixture_count,MID,
bonus,goals_conceded,MID,-0.0029
bonus,goals_scored,MID,0.6913
bonus,ict_index,MID,0.5195
bonus,influence,MID,0.5813
bonus,minutes,MID,0.1143
bonus,ownership_count,MID,0.1384
bonus,purchase_price,MID,0.1153
bonus,red_cards,MID,-0.0018
bonus,saves,MID,
bonus,starts,MID,0.0153
bonus,threat,MID,0.338
bonus,transfers_balance,MID,0.0236
bonus,transfers_in,MID,0.1355
bonus,transfers_out,MID,0.1245
bonus,was_home,MID,0.0505
bonus,xa,MID,0.201
bonus,xg,MID,0.2939
bonus,xgc,MID,-0.0144
bonus,xgi,MID,0.3418
bonus,yellow_cards,MID,-0.0804
bps,clean_sheets,MID,-0.0136
bps,creativity,MID,0.385
bps,fdr_avg,MID,-0.1308
bps,fdr_max,MID,-0.1308
bps,fdr_min,MID,-0.1308
bps,fixture_count,MID,
bps,goals_conceded,MID,0.007
bps,goals_scored,MID,0.5475
bps,ict_index,MID,0.6672
bps,influence,MID,0.8481
bps,minutes,MID,0.286
bps,ownership_count,MID,0.1251
bps,purchase_price,MID,0.0514
bps,red_cards,MID,-0.0606
bps,saves,MID,
bps,starts,MID,0.0063
bps,threat,MID,0.247
bps,transfers_balance,MID,0.0285
bps,transfers_in,MID,0.1149
bps,transfers_out,MID,0.0971
bps,was_home,MID,0.0552
bps,xa,MID,0.3506
bps,xg,MID,0.1988
bps,xgc,MID,-0.0118
bps,xgi,MID,0.3647
bps,yellow_cards,MID,-0.1495
clean_sheets,creativity,MID,-0.0021
clean_sheets,fdr_avg,MID,-0.1972
clean_sheets,fdr_max,MID,-0.1972
clean_sheets,fdr_min,MID,-0.1972
clean_sheets,fixture_count,MID,
clean_sheets,goals_conceded,MID,-0.8354
clean_sheets,goals_scored,MID,-0.0035
clean_sheets,ict_index,MID,0.013
clean_sheets,influence,MID,-0.0142
clean_sheets,minutes,MID,-0.0958
clean_sheets,ownership_count,MID,0.0324
clean_sheets,purchase_price,MID,0.0516
clean_sheets,red_cards,MID,-0.0326
clean_sheets,saves,MID,
clean_sheets,starts,MID,0.013
clean_sheets,threat,MID,0.036
clean_sheets,transfers_balance,MID,0.0301
clean_sheets,transfers_in,MID,0.0178
clean_sheets,transfers_out,MID,0.0032
clean_sheets,was_home,MID,0.0689
clean_sheets,xa,MID,-0.0095
clean_sheets,xg,MID,0.0191
clean_sheets,xgc,MID,-0.4136
clean_sheets,xgi,MID,0.0149
clean_sheets,yellow_cards,MID,-0.0259
creativity,fdr_avg,MID,-0.1704
creativity,fdr_max,MID,-0.1704
creativity,fdr_min,MID,-0.1704
creativity,fixture_count,MID,
creativity,goals_conceded,MID,-0.0091
creativity,goals_scored,MID,0.0627
creativity,ict_index,MID,0.7306
creativity,influence,MID,0.3982
creativity,minutes,MID,0.2125
creativity,ownership_count,MID,0.3045
creativity,purchase_price,MID,0.2716
creativity,red_cards,MID,-0.0158
creativity,saves,MID,
creativity,starts,MID,-0.0003
creativity,threat,MID,0.2488
creativity,transfers_balance,MID,0.0773
creativity,transfers_in,MID,0.289
creativity,transfers_out,MID,0.2558
creativity,was_home,MID,0.0929
creativity,xa,MID,0.7569
creativity,xg,MID,0.1749
creativity,xgc,MID,-0.0751
creativity,xgi,MID,0.5404
creativity,yellow_cards,MID,-0.0247
fdr_avg,fdr_max,MID,1.0
fdr_avg,fdr_min,MID,1.0
fdr_avg,fixture_count,MID,
fdr_avg,goals_conceded,MID,0.2624
fdr_avg,goals_scored,MID,-0.0819
fdr_avg,ict_index,MID,-0.1909
fdr_avg,influence,MID,-0.1108
fdr_avg,minutes,MID,0.0055
fdr_avg,ownership_count,MID,-0.0349
fdr_avg,purchase_price,MID,-0.0294
fdr_avg,red_cards,MID,0.0073
fdr_avg,saves,MID,
fdr_avg,starts,MID,-0.0234
fdr_avg,threat,MID,-0.1647
fdr_avg,transfers_balance,MID,-0.1943
fdr_avg,transfers_in,MID,-0.1208
fdr_avg,transfers_out,MID,-0.0106
fdr_avg,was_home,MID,-0.3382
fdr_avg,xa,MID,-0.1852
fdr_avg,xg,MID,-0.1484
fdr_avg,xgc,MID,0.2964
fdr_avg,xgi,MID,-0.2066
fdr_avg,yellow_cards,MID,0.042
fdr_max,fdr_min,MID,1.0
fdr_max,fixture_count,MID,
fdr_max,goals_conceded,MID,0.2624
fdr_max,goals_scored,MID,-0.0819
fdr_max,ict_index,MID,-0.1909
fdr_max,influence,MID,-0.1108
fdr_max,minutes,MID,0.0055
fdr_max,ownership_count,MID,-0.0349
fdr_max,purchase_price,MID,-0.0294
fdr_max,red_cards,MID,0.0073
fdr_max,saves,MID,
fdr_max,starts,MID,-0.0234
fdr_max,threat,MID,-0.1647
fdr_max,transfers_balance,MID,-0.1943
fdr_max,transfers_in,MID,-0.1208
fdr_max,transfers_out,MID,-0.0106
fdr_max,was_home,MID,-0.3382
fdr_max,xa,MID,-0.1852
fdr_max,xg,MID,-0.1484
fdr_max,xgc,MID,0.2964
fdr_max,xgi,MID,-0.2066
fdr_max,yellow_cards,MID,0.042
fdr_min,fixture_count,MID,
fdr_min,goals_conceded,MID,0.2624
fdr_min,goals_scored,MID,-0.0819
fdr_min,ict_index,MID,-0.1909
fdr_min,influence,MID,-0.1108
fdr_min,minutes,MID,0.0055
fdr_min,ownership_count,MID,-0.0349
fdr_min,purchase_price,MID,-0.0294
fdr_min,red_cards,MID,0.0073
fdr_min,saves,MID,
fdr_min,starts,MID,-0.0234
fdr_min,threat,MID,-0.1647
fdr_min,transfers_balance,MID,-0.1943
fdr_min,transfers_in,MID,-0.1208
fdr_min,transfers_out,MID,-0.0106
fdr_min,was_home,MID,-0.3382
fdr_min,xa,MID,-0.1852
fdr_min,xg,MID,-0.1484
fdr_min,xgc,MID,0.2964
fdr_min,xgi,MID,-0.2066
fdr_min,yellow_cards,MID,0.042
fixture_count,goals_conceded,MID,
fixture_count,goals_scored,MID,
fixture_count,ict_index,MID,
fixture_count,influence,MID,
fixture_count,minutes,MID,
fixture_count,ownership_count,MID,
fixture_count,purchase_price,MID,
fixture_count,red_cards,MID,
fixture_count,saves,MID,
fixture_count,starts,MID,
fixture_count,threat,MID,
fixture_count,transfers_balance,MID,
fixture_count,transfers_in,MID,
fixture_count,transfers_out,MID,
fixture_count,was_home,MID,
fixture_count,xa,MID,
fixture_count,xg,MID,
fixture_count,xgc,MID,
fixture_count,xgi,MID,
fixture_count,yellow_cards,MID,
goals_conceded,goals_scored,MID,0.008
goals_conceded,ict_index,MID,-0.0225
goals_conceded,influence,MID,0.0131
goals_conceded,minutes,MID,0.1301
goals_conceded,ownership_count,MID,-0.0194
goals_conceded,purchase_price,MID,-0.0388
goals_conceded,red_cards,MID,0.0402
goals_conceded,saves,MID,
goals_conceded,starts,MID,-0.0314
goals_conceded,threat,MID,-0.0458
goals_conceded,transfers_balance,MID,-0.0486
goals_conceded,transfers_in,MID,-0.0167
goals_conceded,transfers_out,MID,0.0108
goals_conceded,was_home,MID,-0.1237
goals_conceded,xa,MID,-0.0041
goals_conceded,xg,MID,-0.0288
goals_conceded,xgc,MID,0.5329
goals_conceded,xgi,MID,-0.0227
goals_conceded,yellow_cards,MID,0.0364
goals_scored,ict_index,MID,0.5047
goals_scored,influence,MID,0.5714
goals_scored,minutes,MID,0.0715
goals_scored,ownership_count,MID,0.1385
goals_scored,purchase_price,MID,0.1478
goals_scored,red_cards,MID,0.0016
goals_scored,saves,MID,
goals_scored,starts,MID,0.0328
goals_scored,threat,MID,0.4512
goals_scored,transfers_balance,MID,0.0067
goals_scored,transfers_in,MID,0.1276
goals_scored,transfers_out,MID,0.1261
goals_scored,was_home,MID,0.0355
goals_scored,xa,MID,0.0626
goals_scored,xg,MID,0.4319
goals_scored,xgc,MID,-0.0156
goals_scored,xgi,MID,0.3633
goals_scored,yellow_cards,MID,-0.0195
ict_index,influence,MID,0.7643
ict_index,minutes,MID,0.2725
ict_index,ownership_count,MID,0.328
ict_index,purchase_price,MID,0.3094
ict_index,red_cards,MID,-0.039
ict_index,saves,MID,
ict_index,starts,MID,0.0062
ict_index,threat,MID,0.6669
ict_index,transfers_balance,MID,0.0853
ict_index,transfers_in,MID,0.3156
ict_index,transfers_out,MID,0.2821
ict_index,was_home,MID,0.0928
ict_index,xa,MID,0.5983
ict_index,xg,MID,0.5301
ict_index,xgc,MID,-0.0559
ict_index,xgi,MID,0.7356
ict_index,yellow_cards,MID,-0.0567
influence,minutes,MID,0.3416
influence,ownership_count,MID,0.1382
influence,purchase_price,MID,0.0526
influence,red_cards,MID,-0.043
influence,saves,MID,
influence,starts,MID,0.0076
influence,threat,MID,0.303
influence,transfers_balance,MID,0.0465
influence,transfers_in,MID,0.1411
influence,transfers_out,MID,0.1186
influence,was_home,MID,0.0309
influence,xa,MID,0.3309
influence,xg,MID,0.2371
influence,xgc,MID,0.0272
influence,xgi,MID,0.3842
influence,yellow_cards,MID,-0.056
minutes,ownership_count,MID,0.1908
minutes,purchase_price,MID,0.0549
minutes,red_cards,MID,-0.0163
minutes,saves,MID,
minutes,starts,MID,0.1079
minutes,threat,MID,0.0609
minutes,transfers_balance,MID,0.0754
minutes,transfers_in,MID,0.1917
minutes,transfers_out,MID,0.1548
minutes,was_home,MID,-0.0056
minutes,xa,MID,0.1911
minutes,xg,MID,0.0779
minutes,xgc,MID,0.2289
minutes,xgi,MID,0.1557
minutes,yellow_cards,MID,0.0679
ownership_count,purchase_price,MID,0.6447
ownership_count,red_cards,MID,0.006
ownership_count,saves,MID,
ownership_count,starts,MID,0.0576
ownership_count,threat,MID,0.2928
ownership_count,transfers_balance,MID,0.0375
ownership_count,transfers_in,MID,0.8306
ownership_count,transfers_out,MID,0.8697
ownership_count,was_home,MID,0.0076
ownership_count,xa,MID,0.2891
ownership_count,xg,MID,0.2575
ownership_count,xgc,MID,-0.0462
ownership_count,xgi,MID,0.3343
ownership_count,yellow_cards,MID,-0.0238
purchase_price,red_cards,MID,0.0038
purchase_price,saves,MID,
purchase_price,starts,MID,0.0337
purchase_price,threat,MID,0.3631
purchase_price,transfers_balance,MID,-0.002
purchase_price,transfers_in,MID,0.5207
purchase_price,transfers_out,MID,0.5638
purchase_price,was_home,MID,0.0015
purchase_price,xa,MID,0.2579
purchase_price,xg,MID,0.2881
purchase_price,xgc,MID,-0.0951
purchase_price,xgi,MID,0.3457
purchase_price,yellow_cards,MID,-0.0429
red_cards,saves,MID,
red_cards,starts,MID,0.0041
red_cards,threat,MID,-0.024
red_cards,transfers_balance,MID,-0.0114
red_cards,transfers_in,MID,-0.0007
red_cards,transfers_out,MID,0.0087
red_cards,was_home,MID,0.0205
red_cards,xa,MID,-0.0146
red_cards,xg,MID,-0.014
red_cards,xgc,MID,0.0223
red_cards,xgi,MID,-0.0195
red_cards,yellow_cards,MID,-0.0213
saves,starts,MID,
saves,threat,MID,
saves,transfers_balance,MID,
saves,transfers_in,MID,
saves,transfers_out,MID,
saves,was_home,MID,
saves,xa,MID,
saves,xg,MID,
saves,xgc,MID,
saves,xgi,MID,
saves,yellow_cards,MID,
starts,threat,MID,0.0067
starts,transfers_balance,MID,0.0438
starts,transfers_in,MID,0.0695
starts,transfers_out,MID,0.04
starts,was_home,MID,0.0048
starts,xa,MID,-0.0137
starts,xg,MID,0.0127
starts,xgc,MID,-0.0103
starts,xgi,MID,-0.0068
starts,yellow_cards,MID,0.026
threat,transfers_balance,MID,0.0759
threat,transfers_in,MID,0.2777
threat,transfers_out,MID,0.254
threat,was_home,MID,0.0864
threat,xa,MID,0.2741
threat,xg,MID,0.8184
threat,xgc,MID,-0.0965
threat,xgi,MID,0.7038
threat,yellow_cards,MID,-0.0708
transfers_balance,transfers_in,MID,0.3302
transfers_balance,transfers_out,MID,-0.1287
transfers_balance,was_home,MID,0.0454
transfers_balance,xa,MID,0.065
transfers_balance,xg,MID,0.0566
transfers_balance,xgc,MID,-0.0619
transfers_balance,xgi,MID,0.0767
transfers_balance,yellow_cards,MID,0.0372
transfers_in,transfers_out,MID,0.8495
transfers_in,was_home,MID,0.0151
transfers_in,xa,MID,0.2782
transfers_in,xg,MID,0.2425
transfers_in,xgc,MID,-0.0653
transfers_in,xgi,MID,0.3219
transfers_in,yellow_cards,MID,0.0004
transfers_out,was_home,MID,-0.0045
transfers_out,xa,MID,0.2469
transfers_out,xg,MID,0.2265
transfers_out,xgc,MID,-0.0422
transfers_out,xgi,MID,0.2941
transfers_out,yellow_cards,MID,-0.0117
was_home,xa,MID,0.0878
was_home,xg,MID,0.0759
was_home,xgc,MID,-0.1695
was_home,xgi,MID,0.0964
was_home,yellow_cards,MID,-0.0242
xa,xg,MID,0.1784
xa,xgc,MID,-0.0694
xa,xgi,MID,0.6812
xa,yellow_cards,MID,-0.0465
xg,xgc,MID,-0.0808
xg,xgi,MID,0.7602
xg,yellow_cards,MID,-0.0378
xgc,xgi,MID,-0.0808
xgc,yellow_cards,MID,0.0385
xgi,yellow_cards,MID,-0.0548
